location_id,location_name,location_group,location_type,sensor_id,place_open,local_date_time,utc_date_time,number_of_aggregated_records,pm25_ug_m3_raw,pm25_ug_m3_corrected,particle_count_03um,co2_ppm_raw,co2_ppm_corrected,temperature_c_raw,temperature_c_corrected,heat_index_c,humidity_percent_raw,humidity_percent_corrected,tvoc_ppb,tvoc_index,nox_index,pm1_ug_m3,pm10_ug_m3
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 09:20:00,2026-02-02T01:20:00.000Z,5,3.7,3.7,308.0,415.0,415.0,32.0,32.7,37.8,40.0,57.0,95.0,101.0,1.0,1.8,4.0
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 09:15:00,2026-02-02T01:15:00.000Z,5,3.0,3.0,281.0,414.0,414.0,32.2,32.9,38.2,40.0,57.0,113.0,119.0,1.0,1.5,3.2
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 09:10:00,2026-02-02T01:10:00.000Z,5,3.5,3.5,319.0,415.0,415.0,32.0,32.7,38.0,40.0,57.0,88.0,93.0,1.0,0.4,3.6
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 09:05:00,2026-02-02T01:05:00.000Z,5,4.3,4.3,330.0,415.0,415.0,31.9,32.5,37.9,41.0,59.0,154.0,157.0,1.0,1.3,4.5
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 09:00:00,2026-02-02T01:00:00.000Z,5,3.9,3.9,335.0,415.0,415.0,31.4,32.0,37.0,42.0,60.0,196.0,190.0,1.0,1.5,3.9
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:55:00,2026-02-02T00:55:00.000Z,5,7.3,7.3,414.0,415.0,415.0,31.0,31.5,36.1,43.0,61.0,167.0,168.0,1.0,3.4,7.6
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:50:00,2026-02-02T00:50:00.000Z,5,8.6,8.6,464.0,413.0,413.0,30.4,30.7,35.1,44.0,63.0,139.0,144.0,1.0,4.3,9.5
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:45:00,2026-02-02T00:45:00.000Z,5,3.9,3.9,337.0,413.0,413.0,29.4,29.6,33.2,46.0,65.0,144.0,148.0,1.0,2.2,3.9
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:40:00,2026-02-02T00:40:00.000Z,5,3.8,3.8,322.0,415.0,415.0,28.5,28.6,31.6,48.0,68.0,114.0,120.0,1.0,1.7,3.8
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:35:00,2026-02-02T00:35:00.000Z,5,8.2,8.2,380.0,413.0,413.0,28.2,28.2,30.9,49.0,69.0,132.0,137.0,1.0,5.0,8.4
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:30:00,2026-02-02T00:30:00.000Z,5,6.0,6.0,405.0,415.0,415.0,28.0,28.0,30.6,49.0,69.0,129.0,135.0,2.0,2.8,6.1
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:25:00,2026-02-02T00:25:00.000Z,5,8.9,8.9,532.0,415.0,415.0,27.7,27.6,30.0,50.0,71.0,146.0,151.0,2.0,5.2,9.1
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:20:00,2026-02-02T00:20:00.000Z,5,6.0,6.0,446.0,416.0,416.0,27.5,27.3,29.6,51.0,72.0,150.0,154.0,2.0,2.6,6.3
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:15:00,2026-02-02T00:15:00.000Z,5,5.2,5.2,405.0,413.0,413.0,27.2,27.0,29.0,52.0,73.0,140.0,145.0,2.0,2.7,5.4
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:10:00,2026-02-02T00:10:00.000Z,5,6.7,6.7,427.0,412.0,412.0,26.9,26.7,28.5,52.0,73.0,117.0,123.0,2.0,3.2,7.6
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:05:00,2026-02-02T00:05:00.000Z,5,4.8,4.8,355.0,411.0,411.0,26.8,26.5,28.3,52.0,73.0,107.0,114.0,2.0,2.7,5.1
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,True,2026-02-02 08:00:00,2026-02-02T00:00:00.000Z,5,7.1,7.1,444.0,412.0,412.0,26.7,26.4,28.1,53.0,74.0,95.0,101.0,2.0,3.8,7.2
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,False,2026-02-02 07:55:00,2026-02-01T23:55:00.000Z,5,9.0,9.0,463.0,414.0,414.0,26.6,26.3,27.4,53.0,74.0,121.0,126.0,2.0,4.1,9.8
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,False,2026-02-02 07:50:00,2026-02-01T23:50:00.000Z,5,6.6,6.6,454.0,412.0,412.0,26.5,26.2,26.8,53.0,74.0,135.0,140.0,2.0,3.9,6.9
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,False,2026-02-02 07:45:00,2026-02-01T23:45:00.000Z,5,4.0,4.0,340.0,413.0,413.0,26.6,26.3,26.9,53.0,74.0,117.0,123.0,2.0,1.6,4.3
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,False,2026-02-02 07:40:00,2026-02-01T23:40:00.000Z,5,4.0,4.0,342.0,414.0,414.0,26.5,26.2,26.8,53.0,74.0,136.0,140.0,2.0,1.5,4.3
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,False,2026-02-02 07:35:00,2026-02-01T23:35:00.000Z,5,4.7,4.7,373.0,414.0,414.0,26.5,26.2,26.8,53.0,74.0,166.0,168.0,2.0,2.0,4.7
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,False,2026-02-02 07:30:00,2026-02-01T23:30:00.000Z,5,4.7,4.7,378.0,413.0,413.0,26.3,26.0,26.6,53.0,75.0,124.0,130.0,2.0,2.6,4.9
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,False,2026-02-02 07:25:00,2026-02-01T23:25:00.000Z,5,6.2,6.2,438.0,414.0,414.0,26.3,25.9,26.5,53.0,75.0,175.0,176.0,2.0,3.3,6.7
172346,Las Pinas,,Outdoor,airgradient:d83bda1b6c70,False,2026-02-02 07:20:00,2026-02-01T23:20:00.000Z,5,5.0,5.0,358.0,416.0,416.0,26.2,25.8,26.4,54.0,75.0,166.0,164.0,2.0,3.1,5.5
